Heure locale	Magnitude	Localite	Profondeur	Latitude	Longitude
11/10/2019 05:33	1.4	Courmayeur I	1.6	45.86	6.97
11/10/2019 04:08	0.9	Chamonix F	1.9	45.89	7.00
11/10/2019 04:05	0.9	Chamonix F	2.0	45.89	7.00
11/10/2019 03:35	0.8	Chamonix F	1.0	45.89	6.90
11/10/2019 03:14	0.9	Chamonix F	0.3	45.89	6.91
11/10/2019 02:56	0.3	Chamonix F	1.8	45.89	7.00
11/10/2019 02:03	0.7	Chamonix F	4.6	45.90	7.01
11/10/2019 01:16	1.3	Chamonix F	0.9	45.89	6.90
11/10/2019 01:16	1.2	Chamonix F	1.0	45.89	6.90
11/10/2019 01:10	0.9	Chamonix F	1.0	45.89	6.90
11/10/2019 01:03	1.3	Chamonix F	0.9	45.89	6.90
11/10/2019 00:49	0.5	Sion VS	6.1	46.15	7.41
10/10/2019 23:53	0.5	Chamonix F	0.8	45.89	6.90
10/10/2019 09:28	1.5	Tavannes BE	1.8	47.18	7.22
09/10/2019 22:44	0.5	Sanetschpass VS	-0.3	46.35	7.41
09/10/2019 21:54	0.8	Chamonix F	1.0	45.89	6.90
09/10/2019 21:00	1.9	Konstanz D	2.0	47.75	9.11
09/10/2019 20:14	1.8	Chamonix F	1.0	45.89	6.90
09/10/2019 13:04	0.7	Courmayeur I	1.3	45.87	6.97
09/10/2019 04:32	0.4	Courmayeur I	2.5	45.88	7.01
09/10/2019 04:26	0.2	Chamonix F	3.3	46.02	6.86
09/10/2019 02:24	0.8	Tiefencastel GR	7.1	46.66	9.66
08/10/2019 17:44	0.4	Chamonix F	1.5	45.89	6.90
08/10/2019 13:07	0.7	Chamonix F	1.1	45.89	6.90
08/10/2019 12:43	0.5	Courmayeur I	2.6	45.88	7.02
08/10/2019 06:49	0.4	Chamonix F	1.1	45.88	6.90
07/10/2019 22:34	0.3	Chamonix F	4.8	45.90	7.01
07/10/2019 15:57	0.8	Courmayeur I	2.0	45.87	6.97
07/10/2019 06:12	1.1	Sion VS	7.5	46.27	7.39
07/10/2019 01:37	1.3	Chamonix F	2.0	45.89	7.00
07/10/2019 01:20	0.5	Bourg-Saint-Pierre VS	2.8	45.89	7.03
06/10/2019 21:50	0.9	Sion VS	8.0	46.27	7.39
06/10/2019 11:39	0.2	Courmayeur I	3.9	45.88	7.02
06/10/2019 10:52	0.6	Courmayeur I	1.3	45.88	7.02
06/10/2019 09:20	0.8	Estavayer-le-Lac FR	8.5	46.85	6.80
06/10/2019 03:29	0.1	Chamonix F	4.9	46.04	6.86
06/10/2019 02:56	-0.1	Bourg-Saint-Pierre VS	2.0	45.89	7.02
05/10/2019 22:51	1.3	Sion VS	7.6	46.26	7.39
05/10/2019 22:28	0.4	Sion VS	7.0	46.26	7.38
05/10/2019 21:13	0.4	Sion VS	6.8	46.26	7.40
03/10/2019 19:26	0.7	Courmayeur I	2.0	45.86	6.96
03/10/2019 18:31	1.9	NEUCHATEL	9.4	47.01	6.85
03/10/2019 13:51	1.1	Chamonix F	2.1	45.88	6.98
03/10/2019 05:43	1.5	Zuoz GR	3.0	46.51	9.98
02/10/2019 22:42	0.6	Bourg-Saint-Pierre VS	1.5	45.89	7.03
02/10/2019 20:17	1.4	Zuoz GR	2.3	46.51	9.98
02/10/2019 10:32	0.1	Courmayeur I	2.6	45.87	7.00
02/10/2019 03:37	0.5	Courmayeur I	1.0	45.89	7.02
01/10/2019 22:43	1.5	Sion VS	7.0	46.26	7.39
01/10/2019 22:14	1.5	Sion VS	6.6	46.26	7.40
01/10/2019 21:24	0.9	Sion VS	7.2	46.26	7.40
30/09/2019 04:54	0.5	Aosta I	2.0	45.82	7.49
30/09/2019 02:35	0.6	Sargans SG	7.6	47.07	9.50
29/09/2019 21:11	0.6	Montreux VD	1.0	46.37	6.74
29/09/2019 15:23	0.4	Courmayeur I	3.0	45.88	7.01
29/09/2019 15:17	1.7	Courmayeur I	3.0	45.88	7.02
29/09/2019 15:00	1.4	Courmayeur I	3.0	45.88	7.02
29/09/2019 14:54	0.4	Courmayeur I	2.6	45.88	7.02
29/09/2019 08:40	0.6	Courmayeur I	2.3	45.88	7.01
29/09/2019 05:18	0.4	Les Diablerets VD	1.0	46.25	7.15
29/09/2019 04:30	0.6	Courmayeur I	1.9	45.87	6.96
29/09/2019 03:29	0.7	Courmayeur I	3.0	45.88	7.01
28/09/2019 18:44	0.5	Courmayeur I	3.0	45.88	7.01
28/09/2019 18:41	0.8	Courmayeur I	3.1	45.88	7.01
28/09/2019 18:36	2.0	Courmayeur I	2.6	45.88	7.02
28/09/2019 15:36	1.0	Chamonix F	5.0	46.04	6.88
28/09/2019 14:53	2.6	Goeschenen UR	9.3	46.66	8.66
28/09/2019 10:25	1.4	Sanetschpass VS	0.9	46.30	7.27
28/09/2019 10:23	0.5	Chamonix F	3.8	46.03	6.88
28/09/2019 09:01	0.6	Sanetschpass VS	4.1	46.32	7.35
28/09/2019 08:21	0.3	Courmayeur I	2.9	45.88	7.01
28/09/2019 08:15	0.6	Courmayeur I	3.0	45.88	7.02
27/09/2019 04:10	0.2	Saxon VS	4.6	46.21	7.11
26/09/2019 08:09	1.3	Courmayeur I	1.9	45.64	6.92
26/09/2019 04:30	0.8	Sion VS	7.5	46.26	7.39
26/09/2019 02:03	1.5	Sion VS	8.0	46.26	7.40
26/09/2019 00:42	0.8	Sion VS	7.1	46.26	7.40
25/09/2019 22:32	1.1	Strada GR	10.1	46.81	10.59
25/09/2019 11:45	1.2	Sion VS	7.5	46.26	7.40
25/09/2019 09:40	2.1	Sion VS	8.0	46.26	7.40
25/09/2019 09:09	0.9	Sion VS	7.4	46.26	7.40
25/09/2019 08:58	0.8	Sion VS	6.9	46.26	7.39
25/09/2019 08:55	0.5	Sion VS	6.9	46.26	7.39
25/09/2019 08:50	2.1	Sion VS	7.9	46.26	7.39
25/09/2019 02:06	1.0	Sion VS	7.4	46.26	7.40
24/09/2019 22:20	0.5	Sion VS	7.1	46.26	7.40
24/09/2019 15:23	-0.1	Sanetschpass VS	1.7	46.30	7.27
24/09/2019 12:32	0.8	Sion VS	7.3	46.26	7.40
24/09/2019 07:05	0.7	Sion VS	6.8	46.26	7.40
24/09/2019 03:55	0.4	Sion VS	7.2	46.26	7.39
23/09/2019 12:12	1.0	Schleitheim SH	0.6	47.80	8.51
22/09/2019 01:44	0.4	Zinal VS	2.0	46.18	7.56
22/09/2019 00:54	0.6	Sanetschpass VS	4.3	46.33	7.40
21/09/2019 23:14	0.6	Adelboden BE	9.1	46.57	7.53
21/09/2019 16:12	1.3	Sanetschpass VS	3.8	46.33	7.40
21/09/2019 10:18	2.1	Stein am Rhein SH	5.4	47.66	8.74
21/09/2019 00:58	0.4	Sion VS	7.4	46.26	7.39
20/09/2019 08:12	0.5	Courmayeur I	2.9	45.88	7.02
20/09/2019 07:40	0.6	Courmayeur I	3.0	45.88	7.01
20/09/2019 06:04	0.7	Sanetschpass VS	2.2	46.31	7.30
20/09/2019 06:00	0.8	Glarus GL	5.7	47.04	9.07
20/09/2019 04:11	0.6	Adelboden BE	6.9	46.44	7.55
20/09/2019 02:11	0.5	Courmayeur I	2.5	45.88	7.02
20/09/2019 01:28	0.2	Courmayeur I	2.1	45.88	7.01
20/09/2019 00:58	0.2	Courmayeur I	2.4	45.88	7.01
20/09/2019 00:50	0.2	Courmayeur I	2.2	45.88	7.02
20/09/2019 00:47	0.9	Courmayeur I	2.6	45.88	7.01
20/09/2019 00:47	1.2	Courmayeur I	3.1	45.88	7.02
20/09/2019 00:47	-0.4	Courmayeur I	2.5	45.88	7.01
20/09/2019 00:42	0.6	Courmayeur I	2.2	45.88	7.01
20/09/2019 00:40	0.5	Courmayeur I	2.5	45.88	7.02
20/09/2019 00:39	1.0	Courmayeur I	3.0	45.88	7.02
20/09/2019 00:29	0.7	Courmayeur I	2.4	45.88	7.02
20/09/2019 00:00	0.8	Courmayeur I	3.0	45.88	7.02
19/09/2019 23:11	-0.1	Courmayeur I	4.0	45.87	7.00
19/09/2019 23:10	-0.2	Courmayeur I	1.8	45.88	7.01
19/09/2019 23:03	-0.1	Courmayeur I	2.6	45.87	7.01
19/09/2019 23:02	0.0	Courmayeur I	2.7	45.88	7.01
19/09/2019 21:15	-0.2	Courmayeur I	2.0	45.88	7.02
19/09/2019 20:51	0.4	Courmayeur I	2.7	45.88	7.01
19/09/2019 19:35	0.9	St. Moritz GR	9.3	46.55	9.82
19/09/2019 05:19	2.2	Albstadt D	12.5	48.29	9.02
18/09/2019 15:50	1.3	Elm GL	2.1	46.86	9.09
18/09/2019 05:22	0.8	Sanetschpass VS	1.5	46.35	7.41
17/09/2019 20:18	0.4	Sanetschpass VS	3.4	46.33	7.40
17/09/2019 19:08	0.6	Bourg-Saint-Pierre VS	2.0	45.89	7.02
16/09/2019 17:59	0.4	Chamonix F	0.7	45.89	7.01
16/09/2019 03:21	0.6	Montreux VD	4.6	46.33	6.80
15/09/2019 13:32	0.5	Chamonix F	1.0	45.89	6.99
15/09/2019 12:33	0.7	Chamonix F	1.9	45.97	6.96
15/09/2019 03:18	1.2	Leukerbad VS	5.3	46.37	7.56
15/09/2019 02:23	1.6	Brig-Glis VS	3.2	46.28	7.96
14/09/2019 18:11	0.3	Courmayeur I	3.0	45.88	7.00
13/09/2019 23:25	0.5	Sanetschpass VS	2.3	46.31	7.30
13/09/2019 18:31	0.3	Aosta I	9.0	45.81	7.42
13/09/2019 10:50	1.3	Verbier VS	3.0	46.10	7.32
